,mean_inoculum_host,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
246,4.0,0.8271186440677966,11039,6,0.36514798051766506,39441,0.566,0.2791519434628975,0.15799999999999997
247,3.0,0.815136476426799,10779,5,0.4118729073630636,39079,0.504,0.4087301587301587,0.206
248,2.0,0.8204225352112676,10676,5,0.446499896610698,38134,0.534,0.42696629213483145,0.228
249,1.0,0.7087912087912088,10709,7,0.55323839176728,40982,0.482,0.34024896265560167,0.164
250,10.0,0.9334174818554749,11485,4,0.19808055367025829,42936,0.542,0.22140221402214022,0.12000000000000001
251,9.0,0.9244004171011471,11305,4,0.21494112521984515,42366,0.444,0.34684684684684686,0.154
252,8.0,0.9155480984340044,11130,5,0.24951174109135763,41787,0.46,0.34347826086956523,0.158
253,7.0,0.9082867783985102,11305,4,0.2634862985441854,41758,0.546,0.2783882783882784,0.15200000000000002
254,6.0,0.8847457627118644,11101,4,0.27933171460599004,40766,0.456,0.2543859649122807,0.116
255,5.0,0.8551779935275081,10948,5,0.3201919069640533,39681,0.486,0.26337448559670784,0.128
256,4.0,0.8400335008375209,11144,6,0.3546356973952935,40267,0.53,0.2792452830188679,0.148
257,3.0,0.8281092012133469,10886,5,0.39579725398243976,39246,0.514,0.33852140077821014,0.17400000000000002
258,2.0,0.75642965204236,10573,5,0.4724502143689794,38232,0.452,0.28761061946902655,0.13
259,1.0,0.7470686767169179,10558,6,0.5664441407570827,40169,0.498,0.39357429718875503,0.196
260,10.0,0.918580375782881,11448,4,0.21676894911076047,42950,0.398,0.21608040201005024,0.08600000000000001
261,9.0,0.9298632554036171,11385,4,0.22213447221638777,42405,0.458,0.3056768558951965,0.14
262,8.0,0.910952380952381,11462,4,0.2362138891969918,42271,0.484,0.22727272727272727,0.10999999999999999
263,7.0,0.9067982456140351,11523,4,0.2640798341738356,43095,0.47,0.2765957446808511,0.13
264,6.0,0.9015873015873016,11015,4,0.2763443321727954,40143,0.46,0.32608695652173914,0.15000000000000002
265,5.0,0.8584745762711864,11072,5,0.3189010867386147,40794,0.468,0.2863247863247863,0.134
266,4.0,0.8389261744966443,11079,5,0.34011257603523737,39315,0.468,0.28205128205128205,0.132
