,pop_size_host:my_population,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
1034,45,1.0,949,6,1.0290461591759281,7036,0.7333333333333333,1.0,0.7333333333333333
1035,50,1.0,1070,7,1.1632247357847845,11104,0.48,1.0,0.48
1036,60,1.0,1342,5,0.7190710086375963,6345,0.4,1.0,0.4
1037,70,0.8521739130434782,1607,5,0.621431052462217,6110,0.5571428571428572,0.5641025641025641,0.3142857142857143
1038,80,1.0,1575,6,0.5671893172083647,12340,0.4875,1.0,0.4875
1039,90,1.0,1949,6,0.6826676452725621,11702,0.3888888888888889,1.0,0.3888888888888889
1040,100,1.0,2334,5,0.7020278451474385,11750,0.6,1.0,0.6
1041,200,0.7227272727272728,4267,6,0.5796021582345401,17300,0.43,0.29069767441860467,0.125
1042,300,0.6446540880503144,6528,5,0.5765463694477484,24651,0.5266666666666666,0.2848101265822785,0.15
1043,400,0.8191721132897604,8556,5,0.5410215343360608,33339,0.465,0.553763440860215,0.2575
1044,500,0.6271844660194175,10457,6,0.5488183785089498,39019,0.466,0.1759656652360515,0.082
1045,5,,3,1,0.22222222222222224,2,0.0,,
1046,10,,37,3,0.45726807888970045,111,0.0,,
1047,15,,261,10,5.751295488909441,7260,0.0,,
1048,20,1.0,410,7,1.9596966091612134,7165,0.5,1.0,0.5
1049,25,,81,4,0.6742874561804603,273,0.0,,
1050,30,,174,5,0.5087858369665742,1112,0.0,,
1051,35,1.0,728,8,1.6826451364569497,10475,0.42857142857142855,1.0,0.42857142857142855
1052,40,1.0,882,7,1.3438600685928188,9891,0.625,1.0,0.625
1053,45,1.0,957,6,1.1541422221348716,5792,0.5555555555555556,1.0,0.5555555555555556
1054,50,1.0,1177,7,1.3887589157521427,8116,0.62,1.0,0.62
1055,60,1.0,1380,7,1.118027200168032,8903,0.4666666666666667,1.0,0.4666666666666667
1056,70,1.0,1633,6,0.8816873658683109,7734,0.42857142857142855,1.0,0.42857142857142855
1057,80,0.7291666666666666,1774,5,0.6248797296283916,6456,0.525,0.38095238095238093,0.2
1058,90,0.6075949367088608,1918,5,0.5698747717958726,6826,0.4666666666666667,0.2619047619047619,0.12222222222222223
1059,100,1.0,2099,6,0.7860958767770038,13314,0.58,1.0,0.58
1060,200,0.8098859315589354,4187,5,0.5147072018665939,13935,0.5,0.5,0.25
1061,300,0.725,6531,5,0.5530181358772284,23798,0.4766666666666667,0.38461538461538464,0.18333333333333335
1062,400,0.7791970802919708,8161,6,0.5788636336780736,31354,0.5125,0.4097560975609756,0.20999999999999996
1063,500,0.8002894356005789,10359,6,0.612957430802023,41500,0.522,0.47126436781609193,0.246
1064,5,,6,2,0.3333333333333333,8,0.0,,
1065,10,,45,3,0.42666666666666664,165,0.0,,
1066,15,,8,2,0.25,10,0.0,,
1067,20,,10,2,0.41,21,0.0,,
1068,25,,239,7,1.9538173351306878,2636,0.0,,
1069,30,1.0,623,7,2.0340402288929713,6313,0.5333333333333333,1.0,0.5333333333333333
1070,35,1.0,731,5,0.5187616611242212,4370,0.4,1.0,0.4
1071,40,,3,1,0.22222222222222224,2,0.0,,
1072,45,1.0,940,4,0.49594386600271617,2950,0.3333333333333333,1.0,0.3333333333333333
1073,50,1.0,1150,8,1.4065640831758033,18353,0.54,1.0,0.54
1074,60,1.0,1320,7,1.4824977043158862,13456,0.48333333333333334,1.0,0.48333333333333334
1075,70,0.8372093023255814,1635,5,0.5552559174779527,5503,0.4,0.75,0.30000000000000004
1076,80,1.0,1767,6,0.7857587814580905,18081,0.575,1.0,0.575
1077,90,0.7142857142857143,2045,6,0.9589364004280222,12205,0.4888888888888889,0.2727272727272727,0.13333333333333333
1078,100,0.7235772357723578,2280,6,0.6198828485687905,8533,0.56,0.39285714285714285,0.22000000000000003
1079,200,0.7549407114624506,4326,5,0.5456735275251899,15485,0.48,0.3541666666666667,0.17
1080,300,0.7241379310344828,6373,6,0.5947620651408001,23639,0.49333333333333335,0.35135135135135137,0.17333333333333334
1081,400,0.7396313364055299,8538,8,0.616461847414019,55999,0.4525,0.3756906077348066,0.16999999999999998
1082,500,0.8073770491803278,10398,8,0.5372686873920188,39271,0.526,0.46387832699619774,0.24400000000000002
1083,5,,17,3,0.5951557093425607,44,0.0,,
1084,10,,69,3,0.45032556185675277,197,0.0,,
1085,15,,124,6,2.723465140478668,2274,0.0,,
1086,20,1.0,388,14,8.781240036135614,31901,0.3,1.0,0.3
1087,25,1.0,588,7,2.839152667869869,7490,0.4,1.0,0.4
1088,30,1.0,585,10,4.56026298487837,10732,0.7,1.0,0.7
1089,35,1.0,671,8,3.8611365912922193,11218,0.37142857142857144,1.0,0.37142857142857144
1090,40,1.0,890,6,1.0133834111854563,9755,0.275,1.0,0.275
1091,45,1.0,1022,5,0.6303945297390865,5393,0.4888888888888889,1.0,0.4888888888888889
1092,50,1.0,1137,6,1.0973251988560988,9317,0.56,1.0,0.56
1093,60,1.0,1320,6,0.7615151515151516,10628,0.3333333333333333,1.0,0.3333333333333333
1094,70,0.704225352112676,1562,5,0.5487498381044035,5970,0.42857142857142855,0.3,0.12857142857142856
1095,80,1.0,1798,6,0.8131615773798845,9612,0.5125,1.0,0.5125
1096,90,1.0,2029,6,0.8096941319812934,13979,0.5,1.0,0.5
1097,100,1.0,2252,6,0.7192714429486796,15436,0.51,1.0,0.51
1098,200,0.7432432432432432,4241,6,0.534162278041559,15007,0.45,0.36666666666666664,0.16499999999999998
1099,300,0.8198757763975155,6272,5,0.543318920461201,22865,0.48333333333333334,0.6,0.29
1100,400,0.7353629976580797,8473,6,0.5657836155471334,33145,0.4725,0.4021164021164021,0.18999999999999997
1101,500,0.7383177570093458,10523,6,0.5695943637811814,42590,0.478,0.41422594142259417,0.198
1102,5,,2,1,0.25,1,0.0,,
1103,10,,22,3,0.35743801652892554,41,0.0,,
1104,15,,127,7,1.7708475416950833,1581,0.0,,
1105,20,,18,3,0.4722222222222222,49,0.0,,
1106,25,,459,9,3.7258319449784274,11154,0.0,,
1107,30,1.0,624,10,4.252093092537804,14241,0.4666666666666667,1.0,0.4666666666666667
1108,35,1.0,674,10,5.085252137467091,10766,0.37142857142857144,1.0,0.37142857142857144
1109,40,1.0,909,4,0.5801053152619993,3386,0.575,1.0,0.575
1110,45,1.0,924,7,1.191539701279961,11248,0.3111111111111111,1.0,0.3111111111111111
1111,50,1.0,1173,6,0.8979765671048434,11277,0.5,1.0,0.5
1112,60,0.7288135593220338,1373,6,0.7304401979917553,5515,0.4166666666666667,0.36,0.15
1113,70,0.8095238095238095,1694,5,0.6350143363130376,6596,0.38571428571428573,0.5555555555555556,0.2142857142857143
1114,80,0.7272727272727273,1812,5,0.6038879873689751,6654,0.4375,0.4857142857142857,0.2125
1115,90,1.0,2023,5,0.6497029098633145,9023,0.5666666666666667,1.0,0.5666666666666667
1116,100,1.0,2201,6,0.6249998709850816,12191,0.47,1.0,0.47
1117,200,0.7796610169491526,4252,5,0.6055659491543572,16324,0.51,0.49019607843137253,0.25
1118,300,0.7513966480446927,6527,5,0.5131963540728595,24083,0.47333333333333333,0.3732394366197183,0.17666666666666667
1119,400,0.7505070993914807,8544,7,0.5829948672831712,33006,0.48,0.359375,0.1725
1120,500,0.7297297297297297,10451,6,0.5758295147758674,40433,0.532,0.3609022556390977,0.192
1121,5,,3,1,0.22222222222222224,2,0.0,,
1122,10,,102,7,2.8805267204921194,1279,0.0,,
1123,15,,15,2,0.13333333333333333,17,0.0,,
1124,20,,174,6,1.8973444312326597,2006,0.0,,
1125,25,1.0,589,5,1.1876306133096586,3622,0.68,1.0,0.68
1126,30,1.0,692,7,1.2922165792375289,6100,0.4666666666666667,1.0,0.4666666666666667
1127,35,1.0,756,8,2.0073696145124718,13758,0.45714285714285713,1.0,0.45714285714285713
1128,40,1.0,878,7,1.289653177391151,10209,0.575,1.0,0.575
1129,45,1.0,1048,5,0.6852601829730202,5088,0.4888888888888889,1.0,0.4888888888888889
1130,50,1.0,1010,5,0.8462072345848448,5130,0.5,1.0,0.5
1131,60,1.0,1291,6,0.8212705370733813,8375,0.55,1.0,0.55
1132,70,1.0,1556,7,0.8007856642501701,7315,0.5,1.0,0.5
1133,80,1.0,1724,5,0.7695409020192612,9289,0.6125,1.0,0.6125
1134,90,0.7674418604651163,1995,5,0.5995655806182123,7190,0.4888888888888889,0.5454545454545454,0.26666666666666666
1135,100,0.8598130841121495,2260,5,0.5677883937661524,8498,0.53,0.7169811320754716,0.38
1136,200,0.7306122448979592,4370,6,0.5896173724531207,16916,0.51,0.35294117647058826,0.18000000000000002
1137,300,0.7952586206896551,6412,5,0.5615174088742684,23709,0.5266666666666666,0.3987341772151899,0.21
1138,400,0.7,8313,5,0.552010695342395,31446,0.4825,0.2849740932642487,0.1375
1139,500,0.782312925170068,10506,6,0.542094264012163,40332,0.468,0.452991452991453,0.21200000000000002
1140,5,,15,2,0.1955555555555555,20,0.0,,
1141,10,,3,1,0.22222222222222224,2,0.0,,
1142,15,,47,3,0.48800362154821175,166,0.0,,
1143,20,1.0,423,9,5.948974174113753,9856,0.5,1.0,0.5
1144,25,1.0,518,6,1.0398622560784725,6738,0.6,1.0,0.6
1145,30,,34,5,0.9558823529411765,245,0.0,,
1146,35,1.0,769,7,1.4354277674719842,5224,0.37142857142857144,1.0,0.37142857142857144
1147,40,1.0,881,8,1.765695519357453,8548,0.675,1.0,0.675
1148,45,0.8235294117647058,1065,5,0.5907416958716304,4051,0.4222222222222222,0.5263157894736842,0.2222222222222222
1149,50,1.0,1044,7,0.8626222090104373,7531,0.4,1.0,0.4
1150,60,0.86,1353,5,0.57130605170192,4879,0.38333333333333336,0.6956521739130435,0.26666666666666666
1151,70,1.0,1639,6,1.21600806456116,11648,0.44285714285714284,1.0,0.44285714285714284
1152,80,0.6022727272727273,1787,5,0.565626459078171,6309,0.5625,0.2222222222222222,0.125
1153,90,0.8760330578512396,2013,5,0.6277630572663677,7951,0.5333333333333333,0.6875,0.36666666666666664
1154,100,0.6989247311827957,2139,5,0.5864550268713387,7391,0.45,0.37777777777777777,0.17
1155,200,0.5989583333333334,4260,5,0.544251085542992,15477,0.5,0.23,0.115
1156,300,0.7884057971014493,6368,5,0.5890373418205979,23453,0.48333333333333334,0.496551724137931,0.24
1157,400,0.740072202166065,8290,8,0.6225959306851598,32393,0.5675,0.3656387665198238,0.20750000000000002
1158,500,0.745697896749522,10792,5,0.5276102905619902,42481,0.438,0.3926940639269406,0.172
1159,5,,1,0,0.0,0,0.0,,
1160,10,,6,2,0.47222222222222227,11,0.0,,
1161,15,1.0,336,7,1.8124911422902497,5119,0.2,1.0,0.2
1162,20,,17,2,0.26297577854671284,28,0.0,,
1163,25,,95,4,1.1590027700831027,643,0.0,,
1164,30,1.0,636,9,1.9599773545350265,13337,0.36666666666666664,1.0,0.36666666666666664
1165,35,1.0,783,6,1.5925811750006933,6693,0.2857142857142857,1.0,0.2857142857142857
1166,40,1.0,912,7,1.9273033529547554,8507,0.5,1.0,0.5
1167,45,1.0,1000,6,0.515804,6836,0.4888888888888889,1.0,0.4888888888888889
1168,50,0.5483870967741935,1093,5,0.594417272353637,3717,0.68,0.17647058823529413,0.12000000000000002
1169,60,1.0,1376,5,0.7544196187128178,7150,0.36666666666666664,1.0,0.36666666666666664
1170,70,0.8793103448275862,1543,6,0.7011372833808445,6841,0.4,0.75,0.30000000000000004
1171,80,1.0,1860,7,0.8128023470921494,9263,0.6,1.0,0.6
1172,90,0.7022900763358778,2070,6,0.6433485028822143,7544,0.5444444444444444,0.20408163265306123,0.1111111111111111
1173,100,0.9117647058823529,2238,6,0.6443023301316684,8495,0.54,0.8333333333333334,0.45000000000000007
1174,200,0.6820809248554913,4249,5,0.5606861326749677,15773,0.445,0.38202247191011235,0.16999999999999998
1175,300,0.7621621621621621,6364,6,0.555982425499184,24312,0.5033333333333333,0.41721854304635764,0.21
1176,400,0.7680608365019012,8426,5,0.5555562707609494,31459,0.5075,0.39901477832512317,0.20249999999999999
1177,500,0.7473997028231798,10386,6,0.5399741460465618,38579,0.546,0.3772893772893773,0.20600000000000002
1178,5,,5,2,0.4,7,0.0,,
1179,10,,5,1,0.16000000000000006,4,0.0,,
1180,15,,129,8,4.06970734931795,2581,0.0,,
1181,20,,131,6,1.072781306450673,1081,0.0,,
1182,25,,1,0,0.0,0,0.0,,
1183,30,1.0,637,7,1.6893897759562704,7539,0.36666666666666664,1.0,0.36666666666666664
1184,35,1.0,777,9,2.5427302647379864,10932,0.6,1.0,0.6
1185,40,0.5333333333333333,816,5,0.5831155685313341,2847,0.6,0.125,0.075
1186,45,,27,3,0.5459533607681756,74,0.0,,
1187,50,1.0,1126,5,0.7781715246601403,5911,0.62,1.0,0.62
1188,60,0.6774193548387096,1317,4,0.46634368969765727,4072,0.45,0.25925925925925924,0.11666666666666667
1189,70,1.0,1533,6,0.7585074437606405,10877,0.32857142857142857,1.0,0.32857142857142857
1190,80,1.0,1775,6,0.6843416782384448,11944,0.4125,1.0,0.4125
1191,90,0.7878787878787878,1940,5,0.5097098522691041,6254,0.4666666666666667,0.5,0.23333333333333334
1192,100,0.6336633663366337,2110,5,0.5258257900765931,7221,0.5,0.26,0.13
1193,200,0.8095238095238095,4442,5,0.5620487260789472,16116,0.405,0.5061728395061729,0.20500000000000002
1194,300,0.7267267267267268,6588,5,0.5579417039094098,25023,0.49666666666666665,0.38926174496644295,0.19333333333333333
1195,400,0.806,8290,7,0.5298813080127641,30594,0.5125,0.526829268292683,0.26999999999999996
1196,500,0.7181303116147308,10453,5,0.5175736587846548,38450,0.554,0.2815884476534296,0.15600000000000003
1197,5,,13,3,1.14792899408284,63,0.0,,
1198,10,,39,4,0.9125575279421435,176,0.0,,
1199,15,,9,2,0.3950617283950617,17,0.0,,
1200,20,,374,7,1.0142769309960251,6071,0.0,,
1201,25,0.6071428571428571,599,4,0.47075677046608017,1776,0.48,0.08333333333333333,0.039999999999999994
1202,30,1.0,592,7,2.288871324872169,6151,0.43333333333333335,1.0,0.43333333333333335
1203,35,,14,2,0.26530612244897955,22,0.0,,
1204,40,1.0,832,9,2.5834354197485205,16060,0.65,1.0,0.65
1205,45,1.0,1060,6,0.7197757208971164,7794,0.5111111111111111,1.0,0.5111111111111111
1206,50,1.0,1121,6,0.7609078487809963,5357,0.7,1.0,0.7
1207,60,0.7580645161290323,1370,6,0.5985833022537163,5049,0.43333333333333335,0.4230769230769231,0.18333333333333335
1208,70,1.0,1634,5,0.6564497692096799,8794,0.35714285714285715,1.0,0.35714285714285715
1209,80,1.0,1790,6,0.786517274741737,10662,0.4875,1.0,0.4875
1210,90,1.0,1869,7,1.152371734368957,21409,0.4777777777777778,1.0,0.4777777777777778
1211,100,1.0,2180,6,0.6688250147293999,14568,0.6,1.0,0.6
1212,200,0.7748091603053435,4549,7,0.6237541136906398,18007,0.495,0.40404040404040403,0.19999999999999998
1213,300,0.736986301369863,6304,5,0.525188966315803,22206,0.49333333333333335,0.35135135135135137,0.17333333333333334
1214,400,0.7457212713936431,8562,6,0.5874515693027339,33716,0.43,0.3953488372093023,0.16999999999999998
1215,500,0.7522123893805309,10033,6,0.5603595446896069,38619,0.488,0.4262295081967213,0.208
1216,5,,4,1,0.1875,3,0.0,,
1217,10,,3,1,0.22222222222222224,2,0.0,,
1218,15,,69,4,0.6418819575719387,388,0.0,,
1219,20,1.0,438,6,2.1103188006922293,4356,0.45,1.0,0.45
1220,25,1.0,603,8,1.7654073469028548,7306,0.44,1.0,0.44
1221,30,1.0,652,6,1.3512458127893408,5138,0.4666666666666667,1.0,0.4666666666666667
1222,35,1.0,779,5,1.1007891688267601,7607,0.45714285714285713,1.0,0.45714285714285713
1223,40,,259,5,0.8899986583384266,2117,0.0,,
1224,45,0.64,979,5,0.6100031196495143,3463,0.28888888888888886,0.3076923076923077,0.08888888888888889
1225,50,1.0,1116,6,0.6205116840739455,8554,0.42,1.0,0.42
1226,60,1.0,1361,6,0.726292041174289,10290,0.5833333333333334,1.0,0.5833333333333334
1227,70,1.0,1548,6,0.9124263866354185,10775,0.4142857142857143,1.0,0.4142857142857143
1228,80,1.0,1785,7,0.8543163147611985,10204,0.45,1.0,0.45
1229,90,0.76,1986,5,0.5486251190356665,7135,0.5555555555555556,0.4,0.22222222222222224
1230,100,0.7192982456140351,2264,6,0.7458881681629187,8848,0.48,0.3333333333333333,0.15999999999999998
1231,200,0.7822222222222223,4381,5,0.524286541440464,15936,0.515,0.5242718446601942,0.27
1232,300,0.6873315363881402,6557,7,0.6058510755705956,25316,0.5133333333333333,0.24675324675324675,0.12666666666666665
1233,400,0.6586433260393874,8408,5,0.5702655161230162,32277,0.5075,0.2315270935960591,0.11749999999999998
1234,500,0.6814516129032258,10375,6,0.5523005277979388,39793,0.494,0.3603238866396761,0.178
1235,5,,9,2,0.2222222222222222,11,0.0,,
1236,10,,6,2,0.47222222222222227,11,0.0,,
1237,15,,3,1,0.22222222222222224,2,0.0,,
1238,20,,172,5,1.0759870200108166,1394,0.0,,
1239,25,,41,4,0.6936347412254611,162,0.0,,
1240,30,1.0,645,8,2.3980145423952886,9578,0.43333333333333335,1.0,0.43333333333333335
1241,35,,640,7,1.2593652343750001,6944,0.0,,
1242,40,1.0,849,7,1.158136573062468,12339,0.275,1.0,0.275
1243,45,1.0,936,10,2.939714369201549,34976,0.5333333333333333,1.0,0.5333333333333333
1244,50,1.0,998,9,2.7755912626856922,16532,0.46,1.0,0.46
1245,60,1.0,1207,7,1.5419854768750914,11087,0.55,1.0,0.55
1246,70,0.7282608695652174,1565,6,0.5913446090089722,5389,0.5857142857142857,0.3902439024390244,0.2285714285714286
1247,80,0.7641509433962265,1818,5,0.6102648493672249,7125,0.4875,0.358974358974359,0.175
1248,90,0.6086956521739131,1983,6,0.6943787702277223,8378,0.4666666666666667,0.14285714285714285,0.06666666666666667
1249,100,0.7128712871287128,2140,5,0.5291071272600226,7185,0.52,0.4423076923076923,0.23
1250,200,0.7649572649572649,4350,5,0.5426504954419342,15416,0.485,0.4329896907216495,0.21
1251,300,0.8467532467532467,6328,6,0.5612069089520059,22812,0.5066666666666667,0.6118421052631579,0.31
1252,400,0.7291196388261851,8612,6,0.5713510258749551,33963,0.4825,0.37823834196891193,0.1825
1253,500,1.0,10085,8,0.5719455623727813,83108,0.468,1.0,0.468
1254,5,,6,3,0.9166666666666666,19,0.0,,
1255,10,,2,1,0.25,1,0.0,,
1256,15,,157,5,1.1195586027830746,1625,0.0,,
1257,20,,38,3,0.39681440443213295,89,0.0,,
1258,25,1.0,511,8,2.8968562467208696,6194,0.36,1.0,0.36
1259,30,,461,8,1.8901755591212166,8818,0.0,,
1260,35,1.0,793,6,1.1647406611126043,5655,0.5428571428571428,1.0,0.5428571428571428
1261,40,,767,7,0.9627139042205446,9390,0.0,,
1262,45,1.0,1014,6,0.7367087598084411,5603,0.5555555555555556,1.0,0.5555555555555556
1263,50,1.0,1123,8,1.0477468998016854,16780,0.5,1.0,0.5
1264,60,0.924812030075188,1388,5,0.5499687523357889,5911,0.6,0.7222222222222222,0.4333333333333333
1265,70,1.0,1540,6,0.9256434474616293,10162,0.44285714285714284,1.0,0.44285714285714284
1266,80,1.0,1677,5,0.603011240861222,6646,0.425,1.0,0.425
1267,90,0.9659090909090909,2038,6,0.7002786121589698,9114,0.4111111111111111,0.918918918918919,0.37777777777777777
1268,100,0.9416666666666667,2127,6,0.751215979915692,11361,0.49,0.8571428571428571,0.42
1269,200,0.7465437788018433,4336,5,0.540347385571411,15451,0.495,0.4444444444444444,0.21999999999999997
1270,300,0.6593059936908517,6224,6,0.5643100748987252,23591,0.5033333333333333,0.2847682119205298,0.14333333333333334
1271,400,0.759090909090909,8148,5,0.523757588201965,29830,0.465,0.43010752688172044,0.2
1272,500,,3,1,0.22222222222222224,2,0.0,,
1273,5,,5,2,0.4,7,0.0,,
1274,10,,12,2,0.40972222222222215,29,0.0,,
1275,15,,32,3,0.3125,60,0.0,,
1276,20,,92,4,0.4644376181474481,235,0.0,,
1277,25,1.0,553,9,5.283879807330719,18563,0.68,1.0,0.68
1278,30,1.0,678,8,2.1475100286283624,10194,0.43333333333333335,1.0,0.43333333333333335
1279,35,1.0,731,9,4.197656640361104,14219,0.6285714285714286,1.0,0.6285714285714286
1280,40,1.0,912,6,0.6928850704062789,6287,0.5,1.0,0.5
1281,45,0.7352941176470589,889,5,0.6093878310205599,3029,0.7111111111111111,0.4375,0.3111111111111111
1282,50,1.0,1037,7,1.221115728647562,10438,0.54,1.0,0.54
1283,60,0.9836065573770492,1394,6,0.6354102126555911,5234,0.48333333333333334,0.9655172413793104,0.4666666666666667
1284,70,0.6111111111111112,1539,6,0.7293716205176142,6224,0.35714285714285715,0.16,0.05714285714285715
1285,80,,4,1,0.1875,3,0.0,,
1286,90,1.0,1928,5,0.7265604823436237,9375,0.5222222222222223,1.0,0.5222222222222223
1287,100,1.0,2303,5,0.639868441718018,12688,0.44,1.0,0.44
1288,200,0.6779661016949152,4328,6,0.5308928492112573,15170,0.52,0.2692307692307692,0.13999999999999999
1289,300,0.7583333333333333,6479,5,0.5567285056752268,25233,0.48333333333333334,0.4,0.19333333333333336
1290,400,0.7405189620758483,8635,7,0.609495579087412,32703,0.51,0.3627450980392157,0.185
1291,500,0.7330097087378641,10526,5,0.5517533035016322,40888,0.506,0.34782608695652173,0.176
1292,5,,5,1,0.16000000000000006,4,0.0,,
1293,10,,46,4,1.1247637051039696,296,0.0,,
1294,15,,59,3,0.3694340706693479,133,0.0,,
1295,20,,266,6,0.744544632257335,1097,0.0,,
1296,25,,93,3,0.5330095964851427,318,0.0,,
1297,30,1.0,625,7,1.65508096,9893,0.43333333333333335,1.0,0.43333333333333335
1298,35,1.0,709,8,1.3360361740348254,5381,0.37142857142857144,1.0,0.37142857142857144
1299,40,1.0,768,8,0.9317203097873265,6129,0.675,1.0,0.675
1300,45,1.0,1030,6,0.7182967291921952,5979,0.5333333333333333,1.0,0.5333333333333333
1301,50,,13,2,0.28402366863905326,21,0.0,,
1302,60,1.0,1322,6,1.1014170753980694,13565,0.5666666666666667,1.0,0.5666666666666667
1303,70,1.0,1532,5,0.653830127003388,6367,0.4142857142857143,1.0,0.4142857142857143
1304,80,1.0,1795,7,0.7202197375873869,13741,0.5375,1.0,0.5375
1305,90,1.0,2005,6,0.8032726164638281,14952,0.5444444444444444,1.0,0.5444444444444444
1306,100,0.6829268292682927,2218,4,0.48049526742831217,7258,0.55,0.2909090909090909,0.16
1307,200,,1,0,0.0,0,0.0,,
1308,300,0.7922077922077922,6410,6,0.546281502430144,23851,0.52,0.48717948717948717,0.25333333333333335
1309,400,0.7408376963350786,8598,6,0.5524577925666999,33954,0.42,0.4107142857142857,0.1725
1310,500,0.7696526508226691,10378,6,0.5390216291701156,41516,0.456,0.4473684210526316,0.20400000000000001
1311,5,,4,2,0.5,6,0.0,,
1312,10,,72,4,0.4930555555555556,300,0.0,,
1313,15,,245,5,1.027838400666389,1364,0.0,,
1314,20,,150,4,0.7056,636,0.0,,
1315,25,,37,3,0.40759678597516447,91,0.0,,
1316,30,1.0,564,8,1.7914686132488304,9631,0.4666666666666667,1.0,0.4666666666666667
1317,35,1.0,794,6,0.9548439492668566,9272,0.5142857142857142,1.0,0.5142857142857142
1318,40,1.0,784,7,1.1637598917117868,9668,0.7,1.0,0.7
1319,45,,4,2,0.5,6,0.0,,
1320,50,1.0,1152,6,0.8172675238715278,9637,0.26,1.0,0.26
1321,60,1.0,1280,6,0.8339056396484373,11097,0.4,1.0,0.4
1322,70,1.0,1605,5,0.7610617132985898,10703,0.45714285714285713,1.0,0.45714285714285713
1323,80,1.0,1825,6,0.6212059298179772,10864,0.5125,1.0,0.5125
1324,90,0.6635514018691588,2047,5,0.5758591039253651,7510,0.5555555555555556,0.28,0.15555555555555559
1325,100,0.6564885496183206,2110,5,0.5814741358010826,7393,0.59,0.23728813559322035,0.13999999999999999
1326,200,0.7735849056603774,4455,7,0.6210399795435336,17596,0.53,0.4339622641509434,0.23
1327,300,0.672077922077922,6468,5,0.5290748488634787,23695,0.49333333333333335,0.31756756756756754,0.15666666666666665
1328,400,0.788135593220339,8365,6,0.552068509061859,32042,0.4725,0.4708994708994709,0.22249999999999998
1329,500,0.8196457326892109,10288,7,0.5611879805610851,40826,0.514,0.5642023346303502,0.29
1330,5,,10,2,0.41000000000000003,21,0.0,,
1331,10,,20,2,0.32749999999999996,43,0.0,,
1332,15,,135,5,1.3011796982167354,1998,0.0,,
1333,20,,106,4,0.5429868280526877,327,0.0,,
1334,25,,6,2,0.3333333333333333,8,0.0,,
1335,30,1.0,685,7,2.5908764452021953,9357,0.4666666666666667,1.0,0.4666666666666667
1336,35,,2,1,0.25,1,0.0,,
1337,40,1.0,922,6,1.5343424885070183,7610,0.575,1.0,0.575
1338,45,1.0,1035,5,0.7001180891035964,7136,0.5111111111111111,1.0,0.5111111111111111
1339,50,1.0,1058,6,1.017066834380952,6394,0.68,1.0,0.68
1340,60,0.7755102040816326,1298,5,0.6270901541069465,4840,0.3,0.3888888888888889,0.11666666666666667
1341,70,1.0,1497,5,0.6811173002875044,6727,0.4714285714285714,1.0,0.4714285714285714
1342,80,1.0,1910,5,0.6032808859406266,8017,0.4875,1.0,0.4875
1343,90,0.5294117647058824,1931,6,0.5407887499359707,6811,0.2222222222222222,0.2,0.044444444444444446
1344,100,,1,0,0.0,0,0.0,,
1345,200,0.7491039426523297,4300,5,0.5272784748512709,14623,0.57,0.38596491228070173,0.21999999999999997
1346,300,0.5847750865051903,6368,6,0.5845149112396151,24882,0.5066666666666667,0.21052631578947367,0.10666666666666667
1347,400,0.8057851239669421,8653,5,0.5647461471114917,34151,0.5075,0.5369458128078818,0.27249999999999996
1348,500,0.759493670886076,10097,5,0.5448763513675691,37751,0.438,0.3926940639269406,0.172
1349,5,,6,1,0.13888888888888892,5,0.0,,
1350,10,,11,2,0.38016528925619836,22,0.0,,
1351,15,,85,5,0.9129411764705887,489,0.0,,
1352,20,,195,7,3.1162130177514795,2682,0.0,,
1353,25,,158,4,0.6018266303477008,680,0.0,,
1354,30,1.0,630,6,1.080889392794155,3221,0.4666666666666667,1.0,0.4666666666666667
1355,35,0.6111111111111112,726,4,0.5414797865962405,2535,0.42857142857142855,0.06666666666666667,0.02857142857142857
1356,40,1.0,902,5,0.526552229340072,3033,0.425,1.0,0.425
1357,45,1.0,1008,5,0.642857142857143,4036,0.4222222222222222,1.0,0.4222222222222222
1358,50,0.6923076923076923,1169,5,0.5857389461575444,4196,0.5,0.2,0.1
1359,60,0.796875,1270,5,0.6078671957343914,4545,0.4166666666666667,0.48,0.2
1360,70,1.0,1580,7,0.7822368210222722,8518,0.5,1.0,0.5
1361,80,0.7247706422018348,1692,5,0.5828774961018057,6147,0.6375,0.4117647058823529,0.26249999999999996
1362,90,0.7368421052631579,2085,6,0.633890355341626,8016,0.5555555555555556,0.5,0.2777777777777778
1363,100,0.75,2174,5,0.5474644307695954,7258,0.54,0.35185185185185186,0.19000000000000003
1364,200,0.7596153846153846,4423,6,0.6285860363752279,16631,0.485,0.4845360824742268,0.235
1365,300,0.7149220489977728,6167,5,0.5313687153430637,22500,0.59,0.2768361581920904,0.16333333333333333
1366,400,0.7534246575342466,8449,6,0.577036116849391,32455,0.4875,0.35384615384615387,0.17250000000000001
1367,500,0.7319932998324958,10390,6,0.5561640394211879,40604,0.51,0.37254901960784315,0.19
1368,5,,8,3,0.75,24,0.0,,
1369,10,,4,2,0.5,6,0.0,,
1370,15,,1,0,0.0,0,0.0,,
1371,20,,27,2,0.2661179698216736,50,0.0,,
1372,25,,136,4,0.7802768166089966,588,0.0,,
1373,30,,9,2,0.4444444444444444,20,0.0,,
