,recombine_in_vector,recombine_in_host,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
25,0.9473684210526316,0.736842105263158,0.9051383399209486,1755,5,0.5890906729653168,8650,0.156,0.38461538461538464,0.060000000000000005
26,0.9473684210526316,0.6842105263157895,0.8741935483870967,1594,5,0.6245475898483805,8133,0.2,0.22,0.044000000000000004
27,0.9473684210526316,0.631578947368421,0.8285714285714286,1735,5,0.5789115431570728,8721,0.236,0.1864406779661017,0.044
28,0.9473684210526316,0.5789473684210527,0.8449367088607594,1908,5,0.5967599185158815,9979,0.228,0.14035087719298245,0.032
29,0.9473684210526316,0.5263157894736843,0.8149779735682819,1169,5,0.5875888452838915,5220,0.228,0.2631578947368421,0.06
30,0.9473684210526316,0.4736842105263158,0.7586206896551724,1233,5,0.5733659850199534,5667,0.212,0.20754716981132076,0.044
31,0.9473684210526316,0.42105263157894735,0.8210862619808307,1319,4,0.4773299320998689,5735,0.268,0.16417910447761194,0.044000000000000004
32,0.9473684210526316,0.368421052631579,0.8168316831683168,1767,5,0.6312753239690496,9644,0.176,0.1590909090909091,0.027999999999999997
33,0.9473684210526316,0.3157894736842106,0.8715596330275229,1594,5,0.6562741554354551,8371,0.236,0.288135593220339,0.068
34,0.9473684210526316,0.26315789473684215,0.8193832599118943,1795,6,0.6291341625220165,9229,0.232,0.29310344827586204,0.06799999999999999
35,0.9473684210526316,0.21052631578947367,0.848314606741573,1437,6,0.6309334425843681,7359,0.268,0.19402985074626866,0.052000000000000005
36,0.9473684210526316,0.1578947368421053,0.8817567567567568,1662,5,0.596539625029505,8472,0.24,0.4166666666666667,0.1
37,0.9473684210526316,0.10526315789473695,0.877906976744186,1388,5,0.6092816982119278,7124,0.136,0.38235294117647056,0.052
38,0.9473684210526316,0.052631578947368474,0.8571428571428571,1557,5,0.6052101083675812,7697,0.212,0.32075471698113206,0.06799999999999999
39,0.9473684210526316,0.0,0.8839779005524862,1559,5,0.6619175381333983,8386,0.144,0.4166666666666667,0.06
40,0.8947368421052632,1.0,0.7966101694915254,1770,5,0.5873088831434136,8774,0.224,0.14285714285714285,0.032
41,0.8947368421052632,0.9473684210526316,0.8418604651162791,1669,5,0.571041165495927,8339,0.176,0.22727272727272727,0.039999999999999994
42,0.8947368421052632,0.8947368421052632,0.907258064516129,1472,5,0.5481298551216919,6755,0.152,0.39473684210526316,0.06
43,0.8947368421052632,0.8421052631578947,0.8508771929824561,1747,5,0.5779334202487608,9042,0.164,0.17073170731707318,0.028000000000000004
44,0.8947368421052632,0.7894736842105263,0.8444444444444444,1645,5,0.516183701185318,7582,0.228,0.2631578947368421,0.06
45,0.8947368421052632,0.736842105263158,0.8666666666666667,1613,5,0.6369942911918776,8596,0.236,0.1864406779661017,0.044
46,0.8947368421052632,0.6842105263157895,0.8452830188679246,1746,5,0.5158168761456393,8406,0.212,0.22641509433962265,0.048
47,0.8947368421052632,0.631578947368421,0.872093023255814,1518,5,0.5886394448002971,7614,0.084,0.47619047619047616,0.04
48,0.8947368421052632,0.5789473684210527,0.8517110266159695,1365,5,0.5802111929584457,6268,0.208,0.25,0.052
49,0.8947368421052632,0.5263157894736843,0.890728476821192,1272,4,0.5240441191013013,5663,0.204,0.35294117647058826,0.072
50,0.8947368421052632,0.4736842105263158,0.852,1689,5,0.6593164911675556,8898,0.192,0.22916666666666666,0.044
51,0.8947368421052632,0.42105263157894735,0.9025270758122743,1793,5,0.6297483956478206,9547,0.196,0.4489795918367347,0.08800000000000001
52,0.8947368421052632,0.368421052631579,0.888,1542,5,0.5458169944536128,7574,0.184,0.391304347826087,0.07200000000000001
53,0.8947368421052632,0.3157894736842106,0.822463768115942,1438,5,0.6259161716260996,7331,0.244,0.19672131147540983,0.048
54,0.8947368421052632,0.26315789473684215,0.7559808612440191,1406,5,0.5841137049305051,6923,0.228,0.10526315789473684,0.024
55,0.8947368421052632,0.21052631578947367,0.8045977011494253,1476,6,0.6169731971709961,7267,0.16,0.15,0.024
56,0.8947368421052632,0.1578947368421053,0.8839285714285714,1554,6,0.6235864932776128,7871,0.168,0.38095238095238093,0.064
57,0.8947368421052632,0.10526315789473695,0.8465346534653465,1486,5,0.6283993812143487,7405,0.176,0.29545454545454547,0.052
58,0.8947368421052632,0.052631578947368474,0.8817204301075269,1296,4,0.523485725308642,5755,0.152,0.42105263157894735,0.064
59,0.8947368421052632,0.0,0.8117647058823529,1388,6,0.61109427036185,6602,0.224,0.14285714285714285,0.032
60,0.8421052631578947,1.0,0.7658227848101266,1437,6,0.6933314737412523,7297,0.16,0.075,0.012
61,0.8421052631578947,0.9473684210526316,0.8934707903780069,1771,5,0.5338598749346792,8431,0.172,0.27906976744186046,0.047999999999999994
