,contact_rate_host_host,mutant_frac,infected_hosts,Alive,depth
408,0.02,0.0,0.0,False,0.90 original drop
409,0.018545454545454542,0.8765069097324316,0.773,True,0.90 original drop
410,0.01709090909090909,0.7700884275278739,0.6809999999999999,True,0.90 original drop
411,0.01563636363636364,0.0,0.0,False,0.90 original drop
412,0.01418181818181818,0.0,0.0,False,0.90 original drop
413,0.012727272727272726,0.0,0.0,False,0.90 original drop
414,0.011272727272727271,0.8890269151138717,0.619,True,0.90 original drop
415,0.009818181818181818,0.8443443443443444,0.511,True,0.90 original drop
416,0.008363636363636363,0.819813829787234,0.435,True,0.90 original drop
417,0.006909090909090908,1.0,0.016,True,0.90 original drop
418,0.005454545454545453,0.9731958762886598,0.17600000000000002,True,0.90 original drop
419,0.004,0.0,0.0,False,0.90 original drop
420,0.02,0.8743016759776536,0.799,True,0.90 original drop
421,0.018545454545454542,0.8342277877161598,0.753,True,0.90 original drop
422,0.01709090909090909,0.8200395517468688,0.73,True,0.90 original drop
423,0.01563636363636364,0.8663507109004739,0.7490000000000001,True,0.90 original drop
424,0.01418181818181818,1.0,0.6559999999999999,True,0.90 original drop
425,0.012727272727272726,0.8384644621816799,0.6459999999999999,True,0.90 original drop
426,0.011272727272727271,1.0,0.18,True,0.90 original drop
427,0.009818181818181818,0.8921102661596958,0.573,True,0.90 original drop
428,0.008363636363636363,0.876038338658147,0.433,True,0.90 original drop
429,0.006909090909090908,1.0,0.015,True,0.90 original drop
430,0.005454545454545453,1.0,0.08800000000000001,True,0.90 original drop
431,0.004,0.0,0.0,False,0.90 original drop
432,0.02,0.7553076646275638,0.728,True,0.90 original drop
433,0.018545454545454542,0.0,0.0,False,0.90 original drop
434,0.01709090909090909,0.0,0.0,False,0.90 original drop
435,0.01563636363636364,0.0,0.0,False,0.90 original drop
436,0.01418181818181818,0.8753820033955857,0.706,True,0.90 original drop
437,0.012727272727272726,0.0,0.0,False,0.90 original drop
438,0.011272727272727271,0.0,0.0,False,0.90 original drop
439,0.009818181818181818,0.8007268322228952,0.494,True,0.90 original drop
440,0.008363636363636363,0.8199052132701422,0.45799999999999996,True,0.90 original drop
441,0.006909090909090908,0.934036939313984,0.34600000000000003,True,0.90 original drop
442,0.005454545454545453,1.0,0.17600000000000002,True,0.90 original drop
443,0.004,0.0,0.0,False,0.90 original drop
444,0.02,0.0,0.0,False,0.90 original drop
445,0.018545454545454542,0.7699646643109541,0.742,True,0.90 original drop
446,0.01709090909090909,0.8656761673741662,0.767,True,0.90 original drop
447,0.01563636363636364,0.8375542691751086,0.684,True,0.90 original drop
448,0.01418181818181818,0.0,0.0,False,0.90 original drop
449,0.012727272727272726,0.8092805449127288,0.621,True,0.90 original drop
