,mean_inoculum_host,mean_inoculum_vector,mutant_frac,num_genomes,max_gen_distance,gen_variance,ssq_genomes,infected_hosts,mut_frac_inf_hosts,mut_frac_hosts
1282,8.105263157894736,9.052631578947368,0.7371428571428571,837,3,0.29712990440627546,2068,0.196,0.061224489795918366,0.012
1283,8.105263157894736,8.578947368421053,0.7631578947368421,765,4,0.33356401384083045,1999,0.188,0.23404255319148937,0.044000000000000004
1284,8.105263157894736,8.105263157894736,0.7028985507246377,918,3,0.3017322397368534,2201,0.184,0.10869565217391304,0.02
1285,8.105263157894736,7.631578947368421,0.6581196581196581,840,3,0.30033446712018136,2030,0.164,0.024390243902439025,0.004
1286,8.105263157894736,7.157894736842105,0.7481481481481481,867,3,0.3191878556158198,2217,0.18,0.24444444444444444,0.044
1287,8.105263157894736,6.684210526315789,0.7391304347826086,864,4,0.32844114368998634,2186,0.196,0.14285714285714285,0.028
1288,8.105263157894736,6.210526315789474,0.7241379310344828,872,3,0.2862224875852202,2155,0.256,0.25,0.064
1289,8.105263157894736,5.736842105263158,0.6690647482014388,849,3,0.31996903444917535,2250,0.212,0.1320754716981132,0.028
1290,8.105263157894736,5.2631578947368425,0.6194690265486725,868,4,0.2989803882010661,2011,0.18,0.044444444444444446,0.008
1291,8.105263157894736,4.7894736842105265,0.6046511627906976,910,3,0.31846516121241397,2127,0.156,0.1282051282051282,0.019999999999999997
1292,8.105263157894736,4.315789473684211,0.5922330097087378,820,3,0.2984458655562165,2135,0.204,0.17647058823529413,0.036
